"species";"obs_id";"obs_letter";"metric";"quadrat1";"quadrat2";"quadrat3";"quadrat4";"quadrat5";"quadrat6";"quadrat7";"quadrat8";"quadrat9";"quadrat10"
"MENSUA";"experimenter";"experimenter";"height_H5";"21";"25,3";"45,9";"13,5";"27,6";"28,6";"26,5";"47,8";"16,6";"33,2"
"MENSUA";"experimenter";"experimenter";"height_B8";"27,4";"21,3";"36";"13,4";"10,7";"15,7";"24,5";"37,1";"9,3";"45,4"
"MENSUA";"experimenter";"experimenter";"height_E8";"14,2";"12,6";"39,7";"4,2";"54,4";"37";"14,6";"53,6";"17,6";"17"
"MENSUA";"experimenter";"experimenter";"height_H8";"27,5";"29,7";"12,4";"14,6";"20,5";"13,9";"16,3";"51,9";"16,3";"17,4"
"MENSUA";"obs_guig";"A";"count_30s";"6";"3";"0";"27";"12";"7";"15";"0";"20";"14"
"MENSUA";"obs_guig";"A";"count_1m";"18";"8";"0";"44";"23";"2";"27";"0";"31";"20"
"MENSUA";"obs_guig";"A";"counting_time_1m";"156";"139";"101";"105";"118";"76";"141";"80";"105";"120"
"MENSUA";"obs_guig";"A";"count_cells";"28";"11";"0";"109";"25";"11";"38";"0";"44";"27"
"MENSUA";"obs_guig";"A";"counting_time_cells";"517";"766";"241";"1368";"455";"495";"671";"317";"972";"593"
"MENSUA";"obs_eruf";"C";"count_30s";"35";"10";"0";"40";"20";"15";"30";"0";"30";"20"
"MENSUA";"obs_eruf";"C";"count_1m";"28";"5";"0";"81";"19";"12";"39";"0";"35";"23"
"MENSUA";"obs_eruf";"C";"counting_time_1m";"270";"205";"130";"317";"125";"207";"252";"158";"135";"125"
"MENSUA";"obs_eruf";"C";"count_cells";"36";"12";"0";"125";"31";"10";"62";"0";"40";"30"
"MENSUA";"obs_eruf";"C";"counting_time_cells";"551";"442";"360";"1056";"642";"615";"810";"390";"510";"568"
"MENSUA";"obs_hqzj";"E";"count_30s";"11";"5";"0";"57";"25";"6";"24";"0";"35";"19"
"MENSUA";"obs_hqzj";"E";"count_1m";"16";"5";"0";"64";"24";"12";"30";"0";"37";"26"
"MENSUA";"obs_hqzj";"E";"counting_time_1m";"57";"39";"35";"115";"62";"81";"58";"55";"75";"39"
"MENSUA";"obs_hqzj";"E";"count_cells";"36";"13";"0";"107";"33";"14";"61";"0";"48";"31"
"MENSUA";"obs_hqzj";"E";"counting_time_cells";"655";"380";"122";"610";"1086";"379";"1426";"125";"342";"1216"
"MENSUA";"obs_cdgr";"G";"count_30s";"20";"5";"0";"38";"17";"6";"20";"0";"27";"20"
"MENSUA";"obs_cdgr";"G";"count_1m";"32";"5";"0";"60";"23";"7";"25";"0";"30";"20"
"MENSUA";"obs_cdgr";"G";"counting_time_1m";"108";"74";"36";"138";"120";"63";"100";"40";"90";"68"
"MENSUA";"obs_cdgr";"G";"count_cells";"44";"13";"0";"156";"45";"15";"62";"0";"55";"25"
"MENSUA";"obs_cdgr";"G";"counting_time_cells";"923";"413";"121";"1050";"970";"555";"840";"242";"978";"783"
"MENSUA";"obs_oupc";"I";"count_30s";"9";"5";"0";"40";"15";"7";"22";"0";"25";"12"
"MENSUA";"obs_oupc";"I";"count_1m";"22";"5";"0";"65";"17";"7";"22";"0";"25";"24"
"MENSUA";"obs_oupc";"I";"counting_time_1m";"107";"87";"60";"165";"120";"92";"70";"40";"82";"86"
"MENSUA";"obs_oupc";"I";"count_cells";"35";"16";"0";"127";"34";"12";"64";"0";"51";"23"
"MENSUA";"obs_oupc";"I";"counting_time_cells";"935";"931";"277";"851";"617";"950";"862";"605";"805";"525"
"OPHLUT";"experimenter";"experimenter";"vegetation_cover";"89";"85";"91";"90";"93";"85";"90";"92";"86";"96"
"OPHLUT";"experimenter";"experimenter";"height_max";"41,8";"37,9";"48";"45,2";"34,6";"40,3";"52,4";"31,5";"52,7";"36,2"
"OPHLUT";"experimenter";"experimenter";"count_TRUE";"20";"16";"0";"20";"13";"6";"19";"0";"26";"13"
"OPHLUT";"experimenter";"experimenter";"occupied_cells_TRUE";"17";"12";"0";"18";"10";"5";"17";"0";"23";"11"
"OPHLUT";"experimenter";"experimenter";"height_B2";"7,4";"18,9";"15,5";"8,6";"22,5";"12";"10,7";"21";"7,3";"9,3"
"OPHLUT";"experimenter";"experimenter";"height_E2";"10,5";"8,1";"8,4";"18,7";"20,4";"10,8";"12,6";"11,4";"9,8";"6,2"
"OPHLUT";"experimenter";"experimenter";"height_H2";"22,5";"16,5";"7,9";"14";"8,1";"11,1";"18,8";"15,7";"12,7";"13,2"
"OPHLUT";"experimenter";"experimenter";"height_B5";"5";"6,1";"5,6";"12,2";"15,9";"14,6";"15,4";"20,4";"6,1";"11,5"
"OPHLUT";"experimenter";"experimenter";"height_E5";"7,8";"14";"3,9";"6,7";"5,8";"13,9";"26,8";"19,1";"14,6";"12"
"OPHLUT";"experimenter";"experimenter";"height_H5";"14,7";"10,8";"9,8";"6,2";"10,7";"15,1";"18,4";"9,6";"15,7";"10,7"
"OPHLUT";"experimenter";"experimenter";"height_B8";"19,1";"9,6";"11,4";"33,9";"19,8";"6,7";"8,5";"16,3";"5,6";"6,8"
"OPHLUT";"experimenter";"experimenter";"height_E8";"31,9";"25,4";"18,6";"7";"12,5";"12,7";"9";"11,9";"11,8";"12,9"
"OPHLUT";"experimenter";"experimenter";"height_H8";"9,9";"9,2";"9,5";"8,1";"10,9";"9,1";"16,6";"16,1";"10,4";"5,6"
"OPHLUT";"obs_nscd";"A";"count_30s";"8";"13";"0";"7";"9";"4";"14";"0";"15";"7"
"OPHLUT";"obs_nscd";"A";"count_1m";"12";"13";"0";"7";"12";"5";"16";"0";"16";"9"
"OPHLUT";"obs_nscd";"A";"counting_time_1m";"189";"134";"78";"193";"128";"117";"106";"87";"296";"155"
"OPHLUT";"obs_nscd";"A";"count_cells";"10";"13";"0";"8";"12";"5";"18";"0";"21";"8"
"OPHLUT";"obs_nscd";"A";"counting_time_cells";"241";"425";"127";"273";"302";"224";"378";"157";"480";"196"
"OPHLUT";"obs_rjmb";"C";"count_30s";"10";"12";"0";"4";"6";"4";"15";"0";"16";"6"
"OPHLUT";"obs_rjmb";"C";"count_1m";"13";"13";"0";"7";"10";"5";"16";"0";"20";"9"
"OPHLUT";"obs_rjmb";"C";"counting_time_1m";"112";"160";"88";"90";"97";"84";"66";"111";"174";"151"
"OPHLUT";"obs_rjmb";"C";"count_cells";"10";"13";"0";"12";"10";"5";"19";"0";"21";"11"
"OPHLUT";"obs_rjmb";"C";"counting_time_cells";"205";"217";"319";"348";"425";"242";"326";"223";"469";"387"
"OPHLUT";"obs_awgv";"E";"count_30s";"12";"8";"0";"8";"9";"5";"17";"0";"14";"8"
"OPHLUT";"obs_awgv";"E";"count_1m";"15";"12";"0";"8";"13";"6";"21";"0";"24";"9"
"OPHLUT";"obs_awgv";"E";"counting_time_1m";"151";"148";"84";"254";"187";"133";"267";"75";"254";"130"
"OPHLUT";"obs_awgv";"E";"count_cells";"17";"13";"0";"14";"11";"6";"18";"0";"27";"12"
"OPHLUT";"obs_awgv";"E";"counting_time_cells";"621";"450";"322";"454";"414";"393";"464";"388";"748";"603"
"OPHLUT";"obs_werf";"G";"count_30s";"13";"14";"0";"7";"7";"7";"18";"0";"19";"10"
"OPHLUT";"obs_werf";"G";"count_1m";"17";"14";"0";"7";"11";"6";"16";"0";"22";"8"
"OPHLUT";"obs_werf";"G";"counting_time_1m";"150";"180";"120";"170";"220";"170";"135";"194";"195";"253"
"OPHLUT";"obs_werf";"G";"count_cells";"19";"14";"0";"11";"12";"5";"18";"0";"24";"10"
"OPHLUT";"obs_werf";"G";"counting_time_cells";"1060";"626";"380";"500";"436";"320";"384";"447";"890";"890"
"OPHLUT";"obs_ajeg";"I";"count_30s";"10";"10";"0";"8";"10";"6";"21";"0";"23";"8"
"OPHLUT";"obs_ajeg";"I";"count_1m";"12";"13";"0";"13";"14";"7";"18";"0";"21";"9"
"OPHLUT";"obs_ajeg";"I";"counting_time_1m";"190";"135";"120";"150";"203";"140";"180";"90";"253";"120"
"OPHLUT";"obs_ajeg";"I";"count_cells";"15";"15";"0";"12";"13";"7";"19";"0";"23";"12"
"OPHLUT";"obs_ajeg";"I";"counting_time_cells";"349";"344";"206";"284";"294";"238";"329";"259";"370";"327"
"ORNANG";"experimenter";"experimenter";"vegetation_cover";"94";"93";"95";"88";"84";"96";"89";"95";"94";"92"
"ORNANG";"experimenter";"experimenter";"height_max";"26";"53,5";"28,7";"36,7";"38,3";"36,6";"43,4";"40,2";"38,2";"36,8"
"ORNANG";"experimenter";"experimenter";"count_TRUE";"32";"41";"0";"55";"44";"21";"112";"7";"40";"21"
"ORNANG";"experimenter";"experimenter";"occupied_cells_TRUE";"25";"31";"0";"34";"30";"20";"61";"6";"28";"18"
"ORNANG";"experimenter";"experimenter";"height_B2";"20,9";"9,7";"16,2";"12,8";"17,9";"15,9";"8,2";"8,8";"5,1";"17,4"
"ORNANG";"experimenter";"experimenter";"height_E2";"15,1";"20,9";"9,4";"20,2";"31,2";"9,7";"7,6";"20,7";"7";"13,6"
"ORNANG";"experimenter";"experimenter";"height_H2";"16,6";"14,6";"14,4";"21,6";"23,5";"8,2";"21,5";"5,6";"9,4";"9,3"
"ORNANG";"experimenter";"experimenter";"height_B5";"8,8";"8,9";"19,1";"11";"0";"16";"3,3";"17,7";"5,8";"7,6"
"ORNANG";"experimenter";"experimenter";"height_E5";"8,3";"3,3";"4,3";"19,6";"10,1";"12,2";"8,7";"6,4";"12,3";"18,7"
"ORNANG";"experimenter";"experimenter";"height_H5";"10";"10";"11";"18,1";"4,6";"6";"14,5";"6,7";"13,6";"6,7"
"ORNANG";"experimenter";"experimenter";"height_B8";"16,2";"6,9";"15,5";"0";"2,3";"16,1";"5,7";"17,9";"7,7";"9,8"
"ORNANG";"experimenter";"experimenter";"height_E8";"7,4";"8,4";"16,2";"23,7";"6,5";"9,5";"18,1";"6,5";"26,3";"21,5"
"ORNANG";"experimenter";"experimenter";"height_H8";"13,1";"4,1";"10";"13";"11,1";"9,2";"12";"10,8";"24,5";"9,9"
"ORNANG";"obs_fdhm";"A";"count_30s";"18";"24";"0";"24";"15";"10";"40";"3";"18";"7"
"ORNANG";"obs_fdhm";"A";"count_1m";"22";"32";"0";"39";"21";"15";"84";"3";"31";"9"
"ORNANG";"obs_fdhm";"A";"counting_time_1m";"115";"160";"40";"135";"134";"75";"375";"36";"205";"65"
"ORNANG";"obs_fdhm";"A";"count_cells";"32";"36";"0";"47";"41";"20";"110";"5";"40";"17"
"ORNANG";"obs_fdhm";"A";"counting_time_cells";"427";"615";"90";"745";"530";"480";"871";"165";"716";"400"
"ORNANG";"obs_ohjn";"C";"count_30s";"11";"17";"0";"23";"17";"8";"42";"3";"17";"6"
"ORNANG";"obs_ohjn";"C";"count_1m";"27";"35";"0";"46";"31";"20";"90";"4";"40";"21"
"ORNANG";"obs_ohjn";"C";"counting_time_1m";"119";"97";"39";"148";"101";"99";"234";"55";"118";"113"
"ORNANG";"obs_ohjn";"C";"count_cells";"30";"39";"0";"48";"37";"21";"111";"5";"37";"20"
"ORNANG";"obs_ohjn";"C";"counting_time_cells";"519";"421";"134";"854";"495";"386";"871";"313";"448";"416"
"ORNANG";"obs_jdlo";"E";"count_30s";"21";"30";"0";"35";"22";"11";"37";"4";"25";"10"
"ORNANG";"obs_jdlo";"E";"count_1m";"25";"35";"0";"40";"21";"17";"78";"5";"38";"13"
"ORNANG";"obs_jdlo";"E";"counting_time_1m";"60";"80";"73";"76";"180";"70";"90";"56";"89";"63"
"ORNANG";"obs_jdlo";"E";"count_cells";"30";"36";"0";"52";"40";"21";"105";"4";"40";"17"
"ORNANG";"obs_jdlo";"E";"counting_time_cells";"460";"465";"23";"380";"842";"374";"1480";"140";"518";"999"
"ORNANG";"obs_aoxz";"G";"count_30s";"20";"22";"0";"15";"20";"12";"33";"3";"18";"7"
"ORNANG";"obs_aoxz";"G";"count_1m";"26";"32";"0";"39";"28";"14";"72";"3";"28";"8"
"ORNANG";"obs_aoxz";"G";"counting_time_1m";"89";"65";"59";"117";"115";"50";"100";"29";"80";"46"
"ORNANG";"obs_aoxz";"G";"count_cells";"29";"36";"0";"53";"38";"19";"110";"4";"38";"16"
"ORNANG";"obs_aoxz";"G";"counting_time_cells";"674";"732";"93";"902";"386";"310";"843";"395";"741";"803"
"ORNANG";"obs_cyjn";"I";"count_30s";"15";"24";"0";"15";"20";"10";"40";"3";"12";"7"
"ORNANG";"obs_cyjn";"I";"count_1m";"27";"34";"0";"36";"35";"12";"77";"4";"28";"10"
"ORNANG";"obs_cyjn";"I";"counting_time_1m";"135";"151";"72";"147";"235";"75";"150";"121";"110";"90"
"ORNANG";"obs_cyjn";"I";"count_cells";"31";"35";"0";"46";"36";"19";"101";"5";"36";"15"
"ORNANG";"obs_cyjn";"I";"counting_time_cells";"608";"527";"130";"651";"512";"406";"754";"439";"575";"332"
"PLALAN";"experimenter";"experimenter";"vegetation_cover";"14";"19";"7";"12";"12";"14";"16";"11";"22";"18"
"PLALAN";"experimenter";"experimenter";"height_max";"53";"9";"23";"14";"9";"17";"13";"126";"8";"13"
"PLALAN";"experimenter";"experimenter";"count_TRUE";"19";"197";"11";"84";"161";"126";"240";"1";"209";"48"
"PLALAN";"experimenter";"experimenter";"occupied_cells_TRUE";"16";"52";"10";"50";"69";"59";"75";"1";"80";"32"
"PLALAN";"experimenter";"experimenter";"height_B2";"0,9";"0";"0";"0";"1,3";"1,9";"0";"3";"5,1";"0,9"
"PLALAN";"experimenter";"experimenter";"height_E2";"0";"0";"0";"0";"3,5";"1,2";"0";"1,6";"0";"0,3"
"PLALAN";"experimenter";"experimenter";"height_H2";"0";"0";"0";"0";"1,4";"0,6";"4,4";"0";"0";"0"
"PLALAN";"experimenter";"experimenter";"height_B5";"0";"1,5";"0";"2,2";"0";"0,7";"0";"0,7";"0";"1,5"
"PLALAN";"experimenter";"experimenter";"height_E5";"0";"0";"1,6";"0";"0";"2,2";"2,4";"0,6";"0,8";"0,8"
"PLALAN";"experimenter";"experimenter";"height_H5";"0";"2,6";"0";"0,4";"0,6";"4,3";"1,5";"46,3";"4,1";"0"
"PLALAN";"experimenter";"experimenter";"height_B8";"0";"1,8";"0";"2,2";"2,2";"0";"0";"0";"0,8";"0"
"PLALAN";"experimenter";"experimenter";"height_E8";"7,5";"2,2";"0";"0";"0";"2";"1,9";"0";"0";"0"
"PLALAN";"experimenter";"experimenter";"height_H8";"0";"0";"0,7";"0,5";"0";"0";"0";"0";"2,1";"1,2"
"PLALAN";"obs_xdtr";"A";"count_30s";"9";"52";"1";"35";"36";"42";"45";"0";"65";"15"
"PLALAN";"obs_xdtr";"A";"count_1m";"10";"66";"3";"44";"43";"75";"112";"0";"101";"19"
"PLALAN";"obs_xdtr";"A";"counting_time_1m";"30";"101";"101";"33";"45";"56";"67";"60";"70";"35"
"PLALAN";"obs_xdtr";"A";"count_cells";"17";"136";"0";"77";"64";"103";"114";"2";"173";"27"
"PLALAN";"obs_xdtr";"A";"counting_time_cells";"175";"620";"45";"342";"372";"350";"410";"190";"550";"255"
"PLALAN";"obs_jdpu";"C";"count_30s";"9";"40";"0";"48";"56";"80";"35";"0";"100";"20"
"PLALAN";"obs_jdpu";"C";"count_1m";"15";"110";"0";"71";"66";"106";"173";"2";"155";"42"
"PLALAN";"obs_jdpu";"C";"counting_time_1m";"80";"135";"90";"90";"90";"90";"180";"135";"160";"135"
"PLALAN";"obs_jdpu";"C";"count_cells";"19";"172";"5";"80";"174";"129";"233";"0";"198";"48"
"PLALAN";"obs_jdpu";"C";"counting_time_cells";"285";"495";"150";"390";"525";"390";"610";"150";"540";"430"
"PLALAN";"obs_xbmp";"E";"count_30s";"9";"37";"1";"44";"46";"58";"56";"0";"65";"24"
"PLALAN";"obs_xbmp";"E";"count_1m";"12";"121";"3";"56";"66";"100";"127";"2";"130";"33"
"PLALAN";"obs_xbmp";"E";"counting_time_1m";"84";"250";"127";"107";"73";"125";"221";"210";"170";"83"
"PLALAN";"obs_xbmp";"E";"count_cells";"18";"118";"9";"59";"124";"97";"180";"3";"162";"51"
"PLALAN";"obs_xbmp";"E";"counting_time_cells";"285";"546";"420";"269";"685";"282";"634";"255";"470";"482"
"PLALAN";"obs_ikoz";"G";"count_30s";"12";"57";"0";"39";"40";"67";"70";"9";"80";"21"
"PLALAN";"obs_ikoz";"G";"count_1m";"12";"76";"0";"49";"64";"66";"135";"0";"96";"26"
"PLALAN";"obs_ikoz";"G";"counting_time_1m";"40";"100";"39";"40";"58";"55";"94";"80";"60";"52"
"PLALAN";"obs_ikoz";"G";"count_cells";"10";"57";"0";"48";"45";"84";"68";"0";"108";"21"
"PLALAN";"obs_ikoz";"G";"counting_time_cells";"160";"340";"40";"219";"213";"360";"200";"108";"288";"230"
"PLALAN";"obs_sjfy";"B";"count_30s";"11";"40";"1";"43";"47";"69";"39";"1";"59";"21"
"PLALAN";"obs_sjfy";"B";"count_1m";"11";"66";"2";"52";"53";"93";"110";"1";"111";"23"
"PLALAN";"obs_sjfy";"B";"counting_time_1m";"80";"130";"110";"74";"78";"75";"133";"131";"106";"80"
"PLALAN";"obs_sjfy";"B";"count_cells";"11";"69";"0";"60";"68";"102";"102";"0";"26";"11"
"PLALAN";"obs_sjfy";"B";"counting_time_cells";"241";"384";"187";"556";"390";"409";"433";"135";"690";"300"
"PLALAN";"obs_ntdg";"I";"count_30s";"9";"25";"0";"33";"50";"50";"45";"0";"65";"17"
"PLALAN";"obs_ntdg";"I";"count_1m";"11";"70";"0";"53";"60";"88";"119";"1";"109";"23"
"PLALAN";"obs_ntdg";"I";"counting_time_1m";"63";"129";"56";"73";"73";"105";"133";"81";"109";"95"
"PLALAN";"obs_ntdg";"I";"count_cells";"14";"148";"0";"64";"70";"95";"121";"1";"150";"29"
"PLALAN";"obs_ntdg";"I";"counting_time_cells";"497";"1101";"133";"690";"340";"710";"480";"364";"882";"349"
"RUMACE";"experimenter";"experimenter";"vegetation_cover";"97";"99";"97";"90";"98";"99";"98";"98";"97";"93"
"RUMACE";"experimenter";"experimenter";"height_max";"71,1";"63,1";"100,4";"87,8";"92,2";"73,6";"96,9";"82,7";"64,5";"84,4"
"RUMACE";"experimenter";"experimenter";"count_TRUE";"75";"191";"0";"322";"41";"54";"49";"0";"229";"45"
"RUMACE";"experimenter";"experimenter";"occupied_cells_TRUE";"40";"81";"0";"95";"33";"35";"23";"0";"80";"29"
"RUMACE";"experimenter";"experimenter";"height_B2";"33,4";"28,4";"36,1";"18,8";"20,2";"22";"28,5";"52,9";"23,7";"27,5"
"RUMACE";"experimenter";"experimenter";"height_E2";"22,8";"12,4";"51,7";"38,9";"51,9";"44,1";"37,3";"35,5";"18,8";"22,2"
"RUMACE";"experimenter";"experimenter";"height_H2";"26,5";"19,6";"39,9";"38";"29";"36,6";"26,2";"49";"17,9";"27,6"
"RUMACE";"experimenter";"experimenter";"height_B5";"33,7";"33,2";"45,3";"40,2";"29,8";"33,4";"36";"38,8";"25,5";"20,1"
"RUMACE";"experimenter";"experimenter";"height_E5";"30,6";"33,1";"53,7";"41,4";"55,5";"45,5";"50,1";"50,4";"38,6";"14,5"
"RUMACE";"experimenter";"experimenter";"height_H5";"32,6";"30,4";"33,6";"36,5";"67,7";"54,2";"38";"53,1";"27,7";"26,9"
"RUMACE";"experimenter";"experimenter";"height_B8";"20,8";"20,3";"31,6";"16,4";"30,1";"41,1";"32,8";"25,7";"30,2";"24,7"
"RUMACE";"experimenter";"experimenter";"height_E8";"25,4";"33,5";"31";"25,7";"34,3";"47,7";"24,8";"45,9";"34,8";"25,6"
"RUMACE";"experimenter";"experimenter";"height_H8";"49,3";"23,3";"31,9";"22,6";"23,4";"40,3";"10,3";"67,9";"36";"58,8"
"RUMACE";"obs_dzxs";"A";"count_30s";"20";"25";"0";"35";"12";"10";"7";"0";"60";"12"
"RUMACE";"obs_dzxs";"A";"count_1m";"25";"43";"0";"60";"18";"25";"15";"0";"95";"16"
"RUMACE";"obs_dzxs";"A";"counting_time_1m";"150";"180";"60";"180";"120";"150";"90";"60";"280";"270"
"RUMACE";"obs_dzxs";"A";"count_cells";"57";"97";"0";"188";"36";"33";"38";"0";"146";"32"
"RUMACE";"obs_dzxs";"A";"counting_time_cells";"890";"2165";"300";"2100";"735";"1320";"960";"178";"2280";"718"
"RUMACE";"obs_wmyv";"C";"count_30s";"24";"35";"0";"56";"20";"24";"12";"0";"105";"14"
"RUMACE";"obs_wmyv";"C";"count_1m";"26";"44";"0";"72";"11";"20";"11";"0";"52";"11"
"RUMACE";"obs_wmyv";"C";"counting_time_1m";"60";"100";"32";"56";"15";"59";"42";"15";"175";"25"
"RUMACE";"obs_wmyv";"C";"count_cells";"37";"75";"0";"104";"25";"25";"23";"0";"144";"24"
"RUMACE";"obs_wmyv";"C";"counting_time_cells";"520";"1448";"90";"1597";"400";"845";"774";"60";"1019";"1574"
"RUMACE";"obs_qjqk";"E";"count_30s";"23";"37";"0";"46";"10";"16";"10";"0";"52";"10"
"RUMACE";"obs_qjqk";"E";"count_1m";"18";"23";"0";"44";"11";"19";"9";"0";"42";"10"
"RUMACE";"obs_qjqk";"E";"counting_time_1m";"90";"51";"55";"104";"27";"77";"47";"54";"202";"49"
"RUMACE";"obs_qjqk";"E";"count_cells";"31";"52";"0";"85";"18";"20";"11";"0";"97";"15"
"RUMACE";"obs_qjqk";"E";"counting_time_cells";"496";"601";"184";"649";"463";"1068";"365";"138";"540";"316"
"RUMACE";"obs_nfuc";"G";"count_30s";"24";"43";"0";"50";"12";"12";"6";"0";"50";"11"
"RUMACE";"obs_nfuc";"G";"count_1m";"47";"94";"0";"77";"22";"27";"11";"0";"165";"22"
"RUMACE";"obs_nfuc";"G";"counting_time_1m";"90";"253";"33";"168";"95";"118";"54";"31";"391";"77"
"RUMACE";"obs_nfuc";"G";"count_cells";"50";"110";"0";"215";"25";"25";"17";"0";"171";"32"
"RUMACE";"obs_nfuc";"G";"counting_time_cells";"782";"1841";"153";"2703";"420";"1500";"600";"205";"2392";"571"
"RUMACE";"obs_enjt";"I";"count_30s";"21";"40";"0";"50";"15";"12";"18";"0";"40";"15"
"RUMACE";"obs_enjt";"I";"count_1m";"33";"62";"0";"86";"19";"18";"25";"0";"92";"21"
"RUMACE";"obs_enjt";"I";"counting_time_1m";"60";"120";"30";"120";"60";"60";"120";"30";"120";"90"
"RUMACE";"obs_enjt";"I";"count_cells";"40";"104";"0";"170";"29";"26";"34";"0";"196";"25"
"RUMACE";"obs_enjt";"I";"counting_time_cells";"180";"1140";"100";"1174";"360";"660";"510";"90";"1200";"340"
"SANMIN";"experimenter";"experimenter";"vegetation_cover";"37";"66";"29";"23";"38";"32";"72";"55";"78";"34"
"SANMIN";"experimenter";"experimenter";"height_max";"23,8";"31,3";"54,8";"77,2";"31,6";"46";"21,8";"41,4";"44,5";"33,3"
"SANMIN";"experimenter";"experimenter";"count_TRUE";"169";"86";"4";"75";"7";"19";"102";"9";"47";"10"
"SANMIN";"experimenter";"experimenter";"occupied_cells_TRUE";"60";"51";"4";"43";"7";"11";"46";"9";"35";"8"
"SANMIN";"experimenter";"experimenter";"height_B2";"0";"1,1";"14,9";"0";"1,2";"1,1";"4,4";"4,6";"2,7";"1"
"SANMIN";"experimenter";"experimenter";"height_E2";"0";"0";"0";"6,5";"1,6";"1";"5";"4,6";"0";"0,4"
"SANMIN";"experimenter";"experimenter";"height_H2";"1,6";"0,7";"13,3";"0,2";"4,5";"0";"1,9";"6,5";"2,2";"0,9"
"SANMIN";"experimenter";"experimenter";"height_B5";"5,2";"0";"0";"0";"0";"2,3";"0";"2";"1,9";"0"
"SANMIN";"experimenter";"experimenter";"height_E5";"0";"1";"7,2";"0";"0";"0";"0,9";"1,4";"2,1";"1,2"
"SANMIN";"experimenter";"experimenter";"height_H5";"2,4";"1,3";"0";"0";"0,4";"0";"2,4";"3,4";"1,8";"0"
"SANMIN";"experimenter";"experimenter";"height_B8";"1,3";"0";"0,3";"1,1";"0";"1,7";"3";"3,1";"1,9";"2,6"
"SANMIN";"experimenter";"experimenter";"height_E8";"0";"0,8";"4,7";"0";"4,7";"3,4";"0";"0";"0";"0"
"SANMIN";"experimenter";"experimenter";"height_H8";"0";"2,5";"3,9";"3,2";"0";"0,6";"2,3";"6,4";"2,9";"1,8"
"SANMIN";"obs_ocov";"A";"count_30s";"30";"11";"1";"28";"3";"4";"30";"4";"16";"5"
"SANMIN";"obs_ocov";"A";"count_1m";"64";"67";"1";"49";"4";"12";"48";"6";"29";"11"
"SANMIN";"obs_ocov";"A";"counting_time_1m";"345";"300";"156";"158";"176";"154";"147";"260";"136";"407"
"SANMIN";"obs_ocov";"A";"count_cells";"134";"80";"3";"62";"6";"14";"96";"6";"43";"8"
"SANMIN";"obs_ocov";"A";"counting_time_cells";"640";"1002";"272";"762";"342";"504";"1045";"292";"760";"348"
"SANMIN";"obs_ycff";"C";"count_30s";"62";"25";"2";"36";"4";"5";"65";"3";"24";"6"
"SANMIN";"obs_ycff";"C";"count_1m";"89";"41";"2";"51";"3";"6";"64";"5";"30";"7"
"SANMIN";"obs_ycff";"C";"counting_time_1m";"105";"120";"32";"83";"29";"67";"126";"35";"103";"69"
"SANMIN";"obs_ycff";"C";"count_cells";"135";"70";"3";"63";"5";"15";"97";"8";"38";"7"
"SANMIN";"obs_ycff";"C";"counting_time_cells";"666";"520";"100";"560";"105";"220";"600";"160";"490";"155"
"SANMIN";"obs_lcob";"E";"count_30s";"40";"22";"1";"36";"4";"8";"40";"6";"23";"11"
"SANMIN";"obs_lcob";"E";"count_1m";"116";"68";"2";"53";"4";"11";"81";"6";"30";"8"
"SANMIN";"obs_lcob";"E";"counting_time_1m";"260";"374";"60";"210";"70";"130";"430";"110";"253";"110"
"SANMIN";"obs_lcob";"E";"count_cells";"136";"69";"3";"72";"4";"12";"102";"2";"34";"8"
"SANMIN";"obs_lcob";"E";"counting_time_cells";"940";"850";"188";"730";"210";"340";"1110";"105";"592";"380"
"SANMIN";"obs_ywgi";"G";"count_30s";"62";"27";"0";"35";"3";"7";"49";"4";"21";"8"
"SANMIN";"obs_ywgi";"G";"count_1m";"79";"42";"2";"41";"5";"7";"56";"6";"26";"9"
"SANMIN";"obs_ywgi";"G";"counting_time_1m";"95";"114";"54";"85";"58";"85";"121";"66";"95";"82"
"SANMIN";"obs_ywgi";"G";"count_cells";"124";"79";"3";"68";"7";"16";"89";"8";"41";"10"
"SANMIN";"obs_ywgi";"G";"counting_time_cells";"741";"660";"206";"739";"278";"500";"635";"384";"592";"404"
"SANMIN";"obs_zvhn";"I";"count_30s";"33";"15";"2";"29";"3";"3";"39";"4";"17";"5"
"SANMIN";"obs_zvhn";"I";"count_1m";"92";"42";"2";"50";"5";"8";"80";"5";"29";"10"
"SANMIN";"obs_zvhn";"I";"counting_time_1m";"109";"135";"42";"105";"34";"54";"145";"47";"90";"72"
"SANMIN";"obs_zvhn";"I";"count_cells";"129";"76";"4";"67";"6";"16";"83";"8";"40";"6"
"SANMIN";"obs_zvhn";"I";"counting_time_cells";"812";"866";"180";"762";"197";"515";"572";"290";"718";"187"
"SCAATR";"experimenter";"experimenter";"vegetation_cover";"81";"93";"90";"89";"97";"98";"96";"86";"95";"99"
"SCAATR";"experimenter";"experimenter";"height_max";"52,9";"58,1";"46";"59,4";"44,1";"55,2";"50,3";"92,5";"83,8";"51,3"
"SCAATR";"experimenter";"experimenter";"count_TRUE";"7";"67";"0";"272";"49";"32";"323";"0";"154";"27"
"SCAATR";"experimenter";"experimenter";"occupied_cells_TRUE";"6";"34";"0";"87";"29";"25";"86";"0";"75";"20"
